StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent Y/N,Consent Y/N_DO,Q110,Q110_DO,Mental,Mental_DO,MeditationExp,MeditationExp_DO,FirstLanguage,EngLevel,EngLevel_DO,Ipip1,Ipip2,Ipip3,Ipip4,Ipip5,Ipip6,Ipip7,Ipip8,Ipip9,Ipip10,Ipip11,Ipip12,Ipip13,Ipip14,Ipip15,Ipip16,Ipip17,Ipip18,Ipip19,Ipip20,lock14b_First Click,lock14b_Last Click,lock14b_Page Submit,lock14b_Click Count,lock14d_First Click,lock14d_Last Click,lock14d_Page Submit,lock14d_Click Count,lock14f_First Click,lock14f_Last Click,lock14f_Page Submit,lock14f_Click Count,lock14h_First Click,lock14h_Last Click,lock14h_Page Submit,lock14h_Click Count,Q133_First Click,Q133_Last Click,Q133_Page Submit,Q133_Click Count,Q123_First Click,Q123_Last Click,Q123_Page Submit,Q123_Click Count,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q129_First Click,Q129_Last Click,Q129_Page Submit,Q129_Click Count,Stai1,Stai2,Stai3,Stai4,Stai5,Stai6,Stai7,Stai8,Stai9,Stai10,Stai11,Stai12,Stai13,Stai14,Stai15,Stai16,Stai17,Stai18,Stai19,Stai20,Sam1,Sam2,Sam3,Age,Gender,Gender_5_TEXT,Gender_DO,CountryBirth,CountryLive,Student,Student_DO,Univ,Job,FL_166_DO,FL_123_DO,Moderator-Neuroticism_DO,DVs_DO
2022-04-05 19:16:06,2022-04-05 19:17:22,0,100,75,1,2022-04-05 19:17:22,R_3Jz8YN8VQIE6Jzc,anonymous,ILLI,1,2|1,1,1|2,4,4|1,1,1|2,English,3,5|3|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 18:56:24,2022-04-05 19:17:45,0,100,1280,1,2022-04-05 19:17:45,R_2TGnaTHF4TPTdWp,anonymous,MACQ,1,2|1,1,1|2,4,4|1,2,1|2,English,3,5|2|3|1,1,1,1,1,1,4,1,4,1,4,5,5,2,2,5,5,5,4,5,5,,,,,0,0,907.4,0,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,2,4,1,1,4,1,4,4,1,1,2,4,4,1,1,4,4,5,5,5,22,5,"I don't identify with gender, my biological sex is male.",5|1|4|2|3|6,Australia,Australia,2,1|2,Macquarie,,,,NeuroticismIntro|Ipip8|Ipip9|Ipip12|Ipip14|Ipip17|Ipip13|Ipip5|Ipip11|Ipip3|Ipip6|Ipip1|Ipip10|Ipip16|Ipip19|Ipip4|Ipip15|Ipip18|Ipip7|Ipip2|Ipip20,StressIntro|Stai3|Stai2|Stai17|Stai19|Stai18|Stai12|Stai5|Stai4|Stai11|Stai1|Stai9|Stai8|Stai13|Stai7|Stai6|Stai15|Stai16|Stai14|Stai20|Stai10
2022-04-05 19:17:39,2022-04-05 19:18:58,0,100,79,1,2022-04-05 19:18:58,R_3irvk2DtNZV9ega,anonymous,ILLI,1,1|2,1,2|1,4,4|1,1,1|2,"English ",3,1|3|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 19:08:59,2022-04-05 19:31:48,0,100,1369,1,2022-04-05 19:31:48,R_3R8B0qiPX1NpAPn,anonymous,WITT,1,2|1,1,2|1,4,1|4,2,1|2,English,2,5|1|3|2,3,1,2,1,2,2,2,4,2,4,3,1,2,3,4,4,3,4,4,4,,,,,,,,,,,,,,,,,0,0,1.01,0,,,,,,,,,35.288,301.886,904.763,3,3,3,1,1,3,1,2,2,1,2,3,2,3,2,2,3,2,1,2,2,8,5,7,20,1,,1|3|2|6|5|4,United States,United States,2,2|1,Wittenberg,,,Condition5c:Smith,NeuroticismIntro|Ipip4|Ipip7|Ipip10|Ipip15|Ipip3|Ipip20|Ipip18|Ipip14|Ipip17|Ipip19|Ipip6|Ipip12|Ipip9|Ipip5|Ipip13|Ipip16|Ipip2|Ipip11|Ipip1|Ipip8,StressIntro|Stai2|Stai9|Stai15|Stai13|Stai16|Stai14|Stai17|Stai12|Stai11|Stai4|Stai19|Stai20|Stai6|Stai8|Stai10|Stai18|Stai3|Stai5|Stai1|Stai7
2022-04-05 19:32:57,2022-04-05 19:33:47,0,100,50,1,2022-04-05 19:33:48,R_3eet7i2GPG7887N,anonymous,UTAH,1,1|2,2,1|2,4,1|4,2,2|1,"english ",3,5|3|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 19:18:51,2022-04-05 19:39:10,0,100,1218,1,2022-04-05 19:39:10,R_3psWA4pAi3ryZvi,anonymous,MACQ,1,2|1,1,1|2,4,1|4,2,1|2,English,3,3|2|1|5,4,3,4,4,4,4,3,4,4,4,2,3,3,2,2,2,2,3,2,2,,,,,423.375,846.785,846.822,4,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,3,1,1,2,1,3,2,1,1,1,3,3,1,1,2,2,7,2,9,19,2,,3|2|1|5|6|4,Australia,"Australia ",2,2|1,Macquarie university,,,,NeuroticismIntro|Ipip18|Ipip5|Ipip8|Ipip12|Ipip6|Ipip13|Ipip9|Ipip17|Ipip15|Ipip2|Ipip19|Ipip4|Ipip16|Ipip14|Ipip1|Ipip3|Ipip10|Ipip20|Ipip11|Ipip7,StressIntro|Stai8|Stai4|Stai15|Stai5|Stai12|Stai1|Stai13|Stai6|Stai7|Stai2|Stai17|Stai10|Stai16|Stai3|Stai9|Stai18|Stai14|Stai19|Stai20|Stai11
2022-03-29 19:47:00,2022-03-29 19:49:45,0,46,164,0,2022-04-05 19:49:48,R_2Ezx8ttwpZLGFvY,anonymous,IOWA,1,2|1,1,2|1,4,1|4,2,1|2,English,3,5|3|1|2,4,3,2,2,2,5,3,3,5,5,2,3,1,4,3,2,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NeuroticismIntro|Ipip13|Ipip17|Ipip1|Ipip16|Ipip12|Ipip8|Ipip20|Ipip3|Ipip18|Ipip7|Ipip4|Ipip6|Ipip2|Ipip14|Ipip11|Ipip15|Ipip9|Ipip19|Ipip5|Ipip10,
2022-04-05 19:51:58,2022-04-05 19:53:39,0,100,101,1,2022-04-05 19:53:39,R_30esIHi6Y3sHWgJ,anonymous,UTAH,1,1|2,1,2|1,4,1|4,1,2|1,English,3,1|2|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 19:53:30,2022-04-05 19:55:02,0,100,92,1,2022-04-05 19:55:03,R_24tQOZwlY9X79zR,anonymous,MACQ,1,2|1,2,2|1,4,4|1,2,1|2,english,3,2|5|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 20:03:10,2022-04-05 20:05:55,0,100,165,1,2022-04-05 20:05:55,R_0V7aazgkMra3etb,anonymous,RYER,1,2|1,2,1|2,1,4|1,1,2|1,english,1,1|5|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 20:07:32,2022-04-05 20:08:35,0,100,63,1,2022-04-05 20:08:35,R_3Q7Bo9GpfgL3oVH,anonymous,MACQ,1,2|1,1,1|2,4,1|4,1,2|1,NO,3,1|5|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 19:55:12,2022-04-05 20:15:46,0,100,1234,1,2022-04-05 20:15:47,R_32LUntJDiIXKxuz,anonymous,MACQ,1,2|1,1,1|2,4,4|1,2,2|1,english,3,2|3|1|5,3,4,4,1,3,4,3,3,4,4,3,4,2,2,3,3,3,4,4,4,,,,,,,,,,,,,,,,,0,0,1.016,0,,,,,,,,,16.482,919.464,920.878,3,2,3,3,3,2,1,3,2,1,2,2,1,2,2,2,2,3,3,3,2,5,3,5,25,2,,3|4|2|1|5|6,australia,australia,2,2|1,macquarie,,,Condition5c:Smith,NeuroticismIntro|Ipip7|Ipip2|Ipip19|Ipip20|Ipip4|Ipip3|Ipip16|Ipip18|Ipip8|Ipip14|Ipip1|Ipip15|Ipip17|Ipip10|Ipip12|Ipip11|Ipip6|Ipip13|Ipip5|Ipip9,StressIntro|Stai20|Stai15|Stai18|Stai14|Stai2|Stai19|Stai7|Stai4|Stai3|Stai5|Stai17|Stai13|Stai12|Stai16|Stai1|Stai8|Stai9|Stai11|Stai10|Stai6
2022-04-05 19:54:06,2022-04-05 20:20:15,0,100,1568,1,2022-04-05 20:20:15,R_1OxZfWSPonoRAuB,anonymous,WITT,1,2|1,1,2|1,4,4|1,2,2|1,"English ",2,5|2|3|1,3,2,2,3,2,4,2,4,2,4,2,4,3,2,4,3,2,3,4,3,,,,,248.581,895.458,912.731,4,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,1,1,2,1,2,3,1,1,2,2,2,1,1,2,2,7,3,7,20,1,,2|3|4|5|6|1,"United States ","United States ",2,2|1,"Wittenberg university ",,,,NeuroticismIntro|Ipip10|Ipip3|Ipip8|Ipip18|Ipip15|Ipip16|Ipip17|Ipip19|Ipip12|Ipip11|Ipip2|Ipip1|Ipip20|Ipip13|Ipip9|Ipip14|Ipip7|Ipip5|Ipip6|Ipip4,StressIntro|Stai8|Stai12|Stai1|Stai13|Stai5|Stai7|Stai17|Stai2|Stai20|Stai19|Stai14|Stai10|Stai18|Stai9|Stai16|Stai11|Stai6|Stai3|Stai15|Stai4
2022-04-05 20:27:26,2022-04-05 20:30:41,0,100,194,1,2022-04-05 20:30:41,R_11ZzGB4L2WPBnlu,anonymous,MACQ,1,1|2,1,1|2,4,1|4,1,1|2,No,3,3|2|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 20:30:48,2022-04-05 20:32:20,0,100,92,1,2022-04-05 20:32:21,R_2Ec1Hp6maBYhS6C,anonymous,MACQ,1,1|2,1,1|2,4,1|4,1,2|1,No,3,5|3|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 19:19:00,2022-04-05 20:49:56,0,100,5455,1,2022-04-05 20:49:56,R_pA9bDFqbTbaCAaB,anonymous,ILLI,1,1|2,1,1|2,4,4|1,2,1|2,"English ",3,1|5|2|3,1,1,1,1,1,1,1,4,1,1,2,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,0,0,1.038,0,,,,,754.314,932.426,932.483,3,,,,,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,3,1,1,4,4,8,1,9,18,2,,6|3|2|4|1|5,"United Sates ","United States ",2,1|2,"Southern Illinois University Carbondale ",,,Condition5b:TheOldMan,NeuroticismIntro|Ipip8|Ipip11|Ipip5|Ipip2|Ipip9|Ipip16|Ipip3|Ipip17|Ipip6|Ipip13|Ipip4|Ipip18|Ipip14|Ipip1|Ipip15|Ipip19|Ipip10|Ipip7|Ipip12|Ipip20,StressIntro|Stai17|Stai1|Stai15|Stai16|Stai8|Stai13|Stai10|Stai12|Stai18|Stai20|Stai3|Stai11|Stai14|Stai6|Stai2|Stai19|Stai7|Stai9|Stai4|Stai5
2022-04-05 20:32:32,2022-04-05 20:53:55,0,100,1282,1,2022-04-05 20:53:55,R_1JDixsFnLjGvlXh,anonymous,MACQ,1,1|2,1,2|1,4,4|1,2,1|2,Yes,3,3|1|2|5,1,4,1,2,2,4,3,4,3,4,2,5,4,5,5,4,1,5,5,4,,,,,,,,,,,,,,,,,0,0,1.109,0,12.387,920.896,920.92,14,,,,,,,,,4,3,1,2,3,1,3,2,1,3,1,2,2,2,3,4,2,2,3,4,7,3,5,19,2,,3|4|6|2|5|1,"Australia ","Australia ",2,1|2,"Macquarie University ",,,Condition5a:Silverview,NeuroticismIntro|Ipip7|Ipip10|Ipip1|Ipip17|Ipip18|Ipip14|Ipip15|Ipip8|Ipip12|Ipip19|Ipip4|Ipip6|Ipip2|Ipip11|Ipip16|Ipip5|Ipip3|Ipip20|Ipip13|Ipip9,StressIntro|Stai3|Stai13|Stai12|Stai20|Stai6|Stai5|Stai19|Stai17|Stai14|Stai15|Stai9|Stai11|Stai18|Stai16|Stai7|Stai10|Stai4|Stai1|Stai8|Stai2
2022-04-05 21:01:37,2022-04-05 21:02:45,0,100,67,1,2022-04-05 21:02:45,R_AL1jNM2z0WNvYpr,anonymous,MACQ,1,1|2,2,1|2,4,1|4,2,1|2,English.,3,1|3|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 21:02:56,2022-04-05 21:03:37,0,100,41,1,2022-04-05 21:03:38,R_2aLdU0wn0YpAEnp,anonymous,MACQ,1,1|2,2,2|1,4,1|4,2,2|1,English.,3,3|2|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 21:06:04,2022-04-05 21:07:03,0,100,59,1,2022-04-05 21:07:04,R_R8kbZd9aWTTJoPf,anonymous,MACQ,1,1|2,2,2|1,4,4|1,2,2|1,English,3,5|3|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 21:08:10,2022-04-05 21:34:44,0,100,1594,1,2022-04-05 21:34:44,R_qQ8AG2lOlHAoyLD,anonymous,MACQ,1,1|2,1,1|2,4,4|1,2,1|2,English,3,5|2|1|3,1,4,1,1,1,3,2,2,5,4,3,5,2,2,4,4,2,2,3,4,,,,,832.244,872.337,872.812,4,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,1,4,1,1,3,1,3,4,2,1,2,4,3,1,1,3,4,7,4,9,18,2,,4|6|2|1|5|3,Australia,Australia,2,1|2,"Macquarie University ",,,,NeuroticismIntro|Ipip17|Ipip19|Ipip18|Ipip14|Ipip5|Ipip11|Ipip7|Ipip13|Ipip2|Ipip9|Ipip12|Ipip8|Ipip20|Ipip15|Ipip4|Ipip1|Ipip6|Ipip10|Ipip3|Ipip16,StressIntro|Stai7|Stai16|Stai8|Stai15|Stai19|Stai18|Stai3|Stai20|Stai12|Stai13|Stai10|Stai6|Stai2|Stai17|Stai9|Stai1|Stai5|Stai14|Stai11|Stai4
2022-04-05 22:15:31,2022-04-05 22:16:26,0,100,55,1,2022-04-05 22:16:27,R_3MhdmNnmtuFyDiu,anonymous,AUST,1,1|2,2,1|2,4,1|4,2,2|1,English,3,3|1|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 22:16:32,2022-04-05 22:17:04,0,100,31,1,2022-04-05 22:17:04,R_1fcFNYLfO72oar5,anonymous,AUST,1,2|1,2,2|1,4,4|1,2,1|2,English,3,3|2|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 22:23:43,2022-04-05 22:25:12,0,100,88,1,2022-04-05 22:25:12,R_1gGRBvJo5SBqRSC,anonymous,JOSE,1,2|1,1,1|2,4,4|1,1,1|2,Tagalog,2,1|5|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-06 00:01:47,2022-04-06 00:02:38,0,100,50,1,2022-04-06 00:02:39,R_1fZWFqKXgw0ZvNA,anonymous,UTAH,1,1|2,1,1|2,4,1|4,1,1|2,English,5,3|5|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-06 00:05:06,2022-04-06 00:05:56,0,100,50,1,2022-04-06 00:05:56,R_RKvjcsd7FPmpqgN,anonymous,KONS,1,2|1,2,1|2,4,1|4,2,2|1,Türkish,5,5|3|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-06 00:06:29,2022-04-06 00:07:20,0,100,50,1,2022-04-06 00:07:21,R_2Slf7UD776o8NUz,anonymous,FRAS,1,2|1,1,2|1,1,4|1,2,2|1,"English ",5,5|3|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-06 00:10:52,2022-04-06 00:11:35,0,100,42,1,2022-04-06 00:11:35,R_2YPswEPugN0w0bN,anonymous,FRAS,1,1|2,1,1|2,1,1|4,2,2|1,English,3,3|2|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-05 23:38:40,2022-04-06 00:36:43,0,100,3483,1,2022-04-06 00:36:44,R_3dScOoKNtMA9Gbs,anonymous,MACQ,1,1|2,1,2|1,4,1|4,2,1|2,english,3,2|3|5|1,5,5,4,5,4,5,4,5,5,5,4,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,,,0,0,1.108,0,0,0,842.442,0,,,,,,,,,1,1,3,2,1,2,1,1,1,2,1,3,4,2,1,1,2,2,1,1,6,5,2,19,2,,1|3|6|2|4|5,Singapore,Australia,2,1|2,"Macquarie University ",,,Condition5a:Silverview,NeuroticismIntro|Ipip6|Ipip10|Ipip15|Ipip11|Ipip17|Ipip4|Ipip19|Ipip13|Ipip14|Ipip16|Ipip3|Ipip20|Ipip9|Ipip8|Ipip12|Ipip18|Ipip5|Ipip1|Ipip7|Ipip2,StressIntro|Stai20|Stai2|Stai5|Stai16|Stai8|Stai13|Stai9|Stai12|Stai3|Stai19|Stai17|Stai14|Stai15|Stai18|Stai1|Stai6|Stai7|Stai11|Stai4|Stai10
2022-04-06 00:22:56,2022-04-06 00:42:52,0,100,1196,1,2022-04-06 00:42:53,R_2SBsqQ83ZH3EAOy,anonymous,MACQ,1,1|2,1,2|1,4,1|4,2,2|1,English.,3,1|2|3|5,4,5,3,1,1,5,2,4,3,5,2,3,2,2,1,3,2,2,4,2,,,,,,,,,,,,,,,,,0,0,1.022,0,,,,,,,,,186.859,769.887,906.103,5,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,5,3,7,17,2,,5|2|6|4|3|1,Australia.,Australia.,2,1|2,Macquarie University.,,,Condition5c:Smith,NeuroticismIntro|Ipip17|Ipip15|Ipip4|Ipip9|Ipip1|Ipip11|Ipip12|Ipip20|Ipip2|Ipip8|Ipip18|Ipip19|Ipip14|Ipip16|Ipip10|Ipip3|Ipip7|Ipip5|Ipip13|Ipip6,StressIntro|Stai6|Stai20|Stai9|Stai17|Stai11|Stai10|Stai15|Stai3|Stai7|Stai1|Stai2|Stai4|Stai12|Stai16|Stai8|Stai18|Stai19|Stai5|Stai13|Stai14
2022-04-06 00:56:35,2022-04-06 00:57:17,0,100,41,1,2022-04-06 00:57:17,R_2ZOELYSvxdwALra,anonymous,QUEE,1,1|2,2,2|1,4,1|4,2,1|2,English,3,3|5|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-06 00:57:33,2022-04-06 01:15:40,0,100,1086,1,2022-04-06 01:15:40,R_swkprqlqO3pFsvn,anonymous,QUEE,1,1|2,1,1|2,4,1|4,2,2|1,English,3,5|2|1|3,4,4,2,4,5,3,2,5,3,4,2,3,2,2,3,2,2,2,1,2,,,,,22.991,22.991,854.636,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,3,3,2,2,2,2,3,4,4,2,2,4,3,2,2,4,5,6,19,2,,4|1|3|6|5|2,Egypt,Australia,2,2|1,UQ,,,,NeuroticismIntro|Ipip14|Ipip20|Ipip11|Ipip1|Ipip2|Ipip19|Ipip9|Ipip15|Ipip5|Ipip8|Ipip12|Ipip6|Ipip16|Ipip10|Ipip3|Ipip13|Ipip4|Ipip7|Ipip17|Ipip18,StressIntro|Stai16|Stai5|Stai18|Stai14|Stai1|Stai12|Stai7|Stai13|Stai20|Stai6|Stai3|Stai10|Stai15|Stai2|Stai17|Stai11|Stai19|Stai9|Stai4|Stai8
2022-03-30 01:36:05,2022-03-30 01:37:22,0,9,77,0,2022-04-06 01:42:58,R_d3ZCmEGzrQGCPTz,anonymous,RADB,1,2|1,2,1|2,4,4|1,1,1|2,dutch,2,3|5|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-06 01:31:41,2022-04-06 01:52:17,0,100,1235,1,2022-04-06 01:52:17,R_Z1qAU8lN3Jn3pFD,anonymous,MACQ,1,2|1,1,1|2,4,4|1,2,2|1,English,3,1|2|3|5,4,4,3,4,4,3,3,4,4,4,2,4,2,2,3,3,2,2,2,3,,,,,15.593,867.896,870.824,9,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,3,2,2,2,1,3,2,1,2,2,3,3,2,1,3,3,6,4,3,18,2,,6|1|5|2|4|3,Philippines,Australia,2,2|1,"Macquarie University ",,,,NeuroticismIntro|Ipip8|Ipip6|Ipip19|Ipip17|Ipip10|Ipip4|Ipip16|Ipip11|Ipip14|Ipip12|Ipip18|Ipip20|Ipip1|Ipip5|Ipip9|Ipip2|Ipip15|Ipip13|Ipip3|Ipip7,StressIntro|Stai18|Stai20|Stai4|Stai11|Stai9|Stai14|Stai7|Stai6|Stai10|Stai5|Stai16|Stai1|Stai2|Stai15|Stai8|Stai17|Stai13|Stai12|Stai19|Stai3
2022-03-27 08:02:55,2022-03-30 01:59:06,0,3,237371,0,2022-04-06 01:59:12,R_1OkkE0ZOTkyESmR,anonymous,RADB,1,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30 02:59:02,2022-03-30 02:59:47,0,3,44,0,2022-04-06 02:59:51,R_24HMzmDoXwYyM9I,anonymous,RADB,1,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30 03:07:18,2022-03-30 03:10:21,0,9,182,0,2022-04-06 03:10:22,R_2wLiPWSBMQvjlSs,anonymous,RADB,1,1|2,2,2|1,4,4|1,1,1|2,Dutch,2,5|3|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30 03:29:45,2022-03-30 03:31:39,0,9,113,0,2022-04-06 03:31:46,R_3dFfdPnPdfzHxVR,anonymous,RADB,1,2|1,2,1|2,4,1|4,2,1|2,Netherlands,5,3|2|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-06 03:31:48,2022-04-06 03:33:16,0,100,88,1,2022-04-06 03:33:16,R_3fSEeOZMDXrFRJ8,anonymous,JOSE,1,2|1,2,2|1,1,1|4,1,2|1,Spanish,3,2|3|1|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-06 03:33:25,2022-04-06 03:41:37,0,100,491,1,2022-04-06 03:41:37,R_3CJW1ErYZ6aAGLs,anonymous,JOSE,1,1|2,1,2|1,1,4|1,2,2|1,English,3,3|5|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30 04:26:03,2022-03-30 04:44:33,0,59,1110,0,2022-04-06 04:44:35,R_2Slfo5vXzLCVOPc,anonymous,RADB,1,2|1,1,2|1,4,4|1,2,2|1,Dutch,2,2|5|1|3,3,2,2,4,4,4,2,4,2,4,3,4,2,4,3,4,4,2,3,4,,,,,,,,,,,,,293.154,867.203,905.728,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NeuroticismIntro|Ipip10|Ipip14|Ipip11|Ipip2|Ipip6|Ipip1|Ipip13|Ipip4|Ipip15|Ipip8|Ipip12|Ipip7|Ipip16|Ipip5|Ipip9|Ipip18|Ipip17|Ipip19|Ipip3|Ipip20,StressIntro|Stai15|Stai16|Stai14|Stai19|Stai2|Stai1|Stai8|Stai13|Stai11|Stai9|Stai5|Stai3|Stai10|Stai4|Stai6|Stai7|Stai12|Stai20|Stai17|Stai18
2022-04-06 04:40:59,2022-04-06 05:00:01,0,100,1142,1,2022-04-06 05:00:02,R_3KDv9yG5f2nqQlk,anonymous,MACQ,1,1|2,1,2|1,4,4|1,2,2|1,english,3,5|1|2|3,2,2,3,2,1,1,2,1,4,2,3,2,2,2,3,2,2,1,2,2,,,,,,,,,,,,,,,,,0,0,1.01,0,,,,,0,0,874.4,0,,,,,3,2,2,1,3,2,1,3,1,2,2,3,1,4,3,3,2,2,4,3,6,2,7,18,2,,4|3|1|6|5|2,australia,australia,2,1|2,Macquarie uni,,,Condition5b:TheOldMan,NeuroticismIntro|Ipip7|Ipip14|Ipip13|Ipip11|Ipip9|Ipip12|Ipip20|Ipip6|Ipip1|Ipip16|Ipip18|Ipip5|Ipip8|Ipip17|Ipip15|Ipip19|Ipip3|Ipip4|Ipip2|Ipip10,StressIntro|Stai6|Stai3|Stai16|Stai13|Stai8|Stai2|Stai4|Stai19|Stai15|Stai1|Stai11|Stai14|Stai10|Stai5|Stai17|Stai12|Stai7|Stai9|Stai18|Stai20
